,Question Identifier,Grade level,Claim,Target,Type,Task model,Variant,Sub-variant,Prompt feature #,Prompt features,Stimulus #,Stimulus,Owner,Questions/comments/notes,# of drafted questions,# of approved questions,# of deployed questions,Exercise name,Recommend adding to exercise,Exercise Link
HS.1.M.1.CR.2,HS.1.M.1.CR.2.g,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,2,g,1,The student is prompted to draw graph(s) of exponential function(s) without the use of technology,2,The student is presented with a wirtten description that may or may not discuss properties or key features of the function,,,,,,,,
HS.1.M.1.CR.2,HS.1.M.1.CR.2.h,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,2,h,1,The student is prompted to draw graph(s) of logarithmic function(s) without the use of technology,2,The student is presented with a wirtten description that may or may not discuss properties or key features of the function,,,,,,,,
HS.1.M.1.CR.3,HS.1.M.1.CR.3.a,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,3,a,1,The student is prompted to draw graph(s) of linear function(s) without the use of technology,3,The student is presented with a table of values representing a function,,,,,,,,
HS.1.M.1.CR.3,HS.1.M.1.CR.3.b,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,3,b,1,The student is prompted to draw graph(s) of quadratic function(s) without the use of technology,3,The student is presented with a table of values representing a function,,,,,,,,
HS.1.M.1.CR.3,HS.1.M.1.CR.3.c,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,3,c,1,The student is prompted to draw graph(s) of square root function(s) without the use of technology,3,The student is presented with a table of values representing a function,,,,,,,,
HS.1.M.1.CR.3,HS.1.M.1.CR.3.d,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,3,d,1,The student is prompted to draw graph(s) of cube root function(s) without the use of technology,3,The student is presented with a table of values representing a function,,,,,,,,
HS.1.M.1.CR.3,HS.1.M.1.CR.3.e,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,3,e,1,The student is prompted to draw graph(s) of piecewise-defined function(s) without the use of technology,3,The student is presented with a table of values representing a function,,,,,,,,
HS.1.M.1.CR.3,HS.1.M.1.CR.3.f,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,3,f,1,The student is prompted to draw graph(s) of polynomial function(s) without the use of technology,3,The student is presented with a table of values representing a function,,,,,,,,
HS.1.M.1.CR.3,HS.1.M.1.CR.3.g,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,3,g,1,The student is prompted to draw graph(s) of exponential function(s) without the use of technology,3,The student is presented with a table of values representing a function,,,,,,,,
HS.1.M.1.CR.3,HS.1.M.1.CR.3.h,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,3,h,1,The student is prompted to draw graph(s) of logarithmic function(s) without the use of technology,3,The student is presented with a table of values representing a function,,,,,,,,
HS.1.M.1.SR.2,HS.1.M.1.SR.2.a,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,SR,1.SR,2,a,1,The student is prompted to identify graph(s) of linear function(s) without the use of technology,2,The student is presented with a written description that may or may not discuss properties or key features of the function,,,,,,,,
HS.1.M.1.SR.2,HS.1.M.1.SR.2.b,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,SR,1.SR,2,b,1,The student is prompted to identify graph(s) of quadratic function(s) without the use of technology,2,The student is presented with a written description that may or may not discuss properties or key features of the function,,,,,,,,
HS.1.M.1.SR.2,HS.1.M.1.SR.2.c,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,SR,1.SR,2,c,1,The student is prompted to identify graph(s) of square root function(s) without the use of technology,2,The student is presented with a written description that may or may not discuss properties or key features of the function,,,,,,,,
HS.1.M.1.SR.2,HS.1.M.1.SR.2.d,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,SR,1.SR,2,d,1,The student is prompted to identify graph(s) of cube root function(s) without the use of technology,2,The student is presented with a written description that may or may not discuss properties or key features of the function,,,,,,,,
HS.1.M.1.SR.2,HS.1.M.1.SR.2.e,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,SR,1.SR,2,e,1,The student is prompted to identify graph(s) of piecewise-defined function(s) without the use of technology,2,The student is presented with a written description that may or may not discuss properties or key features of the function,,,,,,,,
HS.1.M.1.SR.2,HS.1.M.1.SR.2.f,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,SR,1.SR,2,f,1,The student is prompted to identify graph(s) of polynomial function(s) without the use of technology,2,The student is presented with a written description that may or may not discuss properties or key features of the function,,,,,,,,
HS.1.M.1.SR.2,HS.1.M.1.SR.2.g,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,SR,1.SR,2,g,1,The student is prompted to identify graph(s) of exponential function(s) without the use of technology,2,The student is presented with a written description that may or may not discuss properties or key features of the function,,,,,,,,
HS.1.M.1.SR.2,HS.1.M.1.SR.2.h,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,SR,1.SR,2,h,1,The student is prompted to identify graph(s) of logarithmic function(s),2,The student is presented with a written description that may or may not discuss properties or key features of the function,,,,,,,,
